date,type,operator,fatalities,country,cat,year
1986-02-17,Ilyushin Il-14M,"Aeroflot, Central Region",6.0,Antarctica,A1,1986
1986-02-18,Kawasaki C-1,JASDF,0.0,Japan,A1,1986
1986-02-20,Fokker F-27 Friendship 600,NIOC,0.0,Iran,O1,1986
1986-02-21,DC-9-31,USAir,0.0,USA,A1,1986
1986-02-23,Lockheed EC-130E Hercules,Iran AF,,Iran,C1,1986
1986-02-27,Dassault Falcon 10,Seneca Sawmill,0.0,USA,A1,1986
1986-02-27,Boeing 727,TWA,0.0,USA,H2,1986
,Learjet 25D,Spei Leasing,,France,U1,1986
1986-03-02,Antonov An-24B,"Aeroflot, Moscow",38.0,Russia,A1,1986
1986-03-04,Boeing 737-284,Olympic Airways,0.0,Greece,H2,1986
1986-03-05,Learjet 24D,Flight International,2.0,Pacific Ocean,A1,1986
1986-03-05,Learjet 35,Flight International,2.0,Pacific Ocean,A1,1986
1986-03-05,Douglas C-47 (DC-3),Unknown,,Mexico,A1,1986
1986-03-07,Lockheed C-130A Hercules,Chad AF,,Chad,A1,1986
1986-03-13,Embraer EMB-110P1 Bandeirante,Simmons Airlines,3.0,USA,A1,1986
1986-03-14,DC-9,Delta Air Lines,0.0,USA,H2,1986
1986-03-20,CASA/Nurtanio NC-212 Aviocar,Merpati Nusantara,2.0,Indonesia,A1,1986
1986-03-20,DHC-4A Caribou,Woods Air Service,2.0,USA,A1,1986
1986-03-22,Antonov An-32,Indian AF,3.0,India,A1,1986
1986-03-22,BN-2A-21 Islander,Phaega Corporation,1.0,Canada,A1,1986
1986-03-23,Douglas DC-3C,Atorie Air,0.0,USA,A2,1986
1986-03-24,DHC-3 Otter,Goose Bay Air Services,4.0,Canada,A1,1986
1986-03-25,Antonov An-12AP,MOM/Polyot,9.0,Russia,A1,1986
1986-03-25,Antonov An-32,Indian AF,7.0,Indian Ocean,A1,1986
1986-03-26,Antonov An-2R,Ministry for Agriculture and Nutrition,1.0,Hungary,A1,1986
1986-03-30,Antonov An-26,Mozambique AF,44.0,Mozambique,A1,1986
1986-03-31,Boeing 727-264,Mexicana,167.0,Mexico,A1,1986
1986-04-02,Lockheed HC-130P Combat King,USAF,11.0,USA,A1,1986
1986-04-02,Boeing 727-231,TWA,4.0,Greece,C2,1986
1986-04-04,DHC-5D Buffalo,Sudan AF,7.0,South Sudan,A1,1986
1986-04-04,IAI 1124A Westwind II,"Drayton Associates, op.for Integerresources & Drayton Ass.",7.0,USA,A1,1986
1986-04-14,PB2B-1 Canso A (PBY-5A),Can-Air Services,0.0,USA,A1,1986
1986-04-15,Ilyushin Il-76TD,Jamahiriya Air Transport,0.0,Libya,C1,1986
1986-04-15,DHC-6 Twin Otter 300,Libyan Ministry of Agriculture,0.0,Libya,C1,1986
1986-04-15,Ilyushin Il-76TD,Jamahiriya Air Transport,0.0,Libya,C1,1986
1986-04-15,Ilyushin Il-76M,Libyan Arab Rep. Air Force,0.0,Libya,C1,1986
1986-04-15,Fokker F-27 Friendship 600,Libyan Arab Airlines,0.0,Libya,C1,1986
1986-04-18,Yakovlev Yak-40,"Aeroflot, Privolzhsk",0.0,Russia,A1,1986
1986-04-18,Yakovlev Yak-40,"Aeroflot, Yakutsk",0.0,Russia,A1,1986
1986-04-24,Shorts SC.7 Skyvan 3M-100,Malawi Police Force,0.0,Kenya,A1,1986
1986-04-27,DHC-6 Twin Otter 300,ACES,13.0,Colombia,A1,1986
1986-04-29,Boeing 727-2B6,RAM,0.0,Morocco,A2,1986
1986-04-29,Fokker F-27 Friendship 400M,Peruvian Navy,7.0,Peru,A1,1986
1986-05-01,Douglas DC-6,Salvadorian AF,37.0,El Salvador,A1,1986
1986-05-01,Douglas C-47B (DC-3),South African AF,0.0,Angola,C2,1986
1986-05-02,Swearingen SA227-AC Metro III,Horizon Air,0.0,USA,H2,1986
1986-05-03,Antonov An-12TB,"Aeroflot, Krasnoyarsk",0.0,Russia,A1,1986
1986-05-03,Lockheed L-1011 TriStar 100,Air Lanka,14.0,Sri Lanka,C1,1986
1986-05-03,Boeing 747-2R7F,China Airlines,0.0,China,H2,1986
1986-05-03,Boeing 727-256,Iberia,0.0,Switzerland,A2,1986
1986-05-03,Yakovlev Yak-40,Bakhtar Afghan,0.0,Afghanistan,A1,1986
1986-05-07,Swearingen SA226-AT Merlin IV,Barckley Airlines,1.0,USA,A1,1986
1986-05-07,Learjet 24,My Wife Yacht Sales,0.0,USA,A1,1986
1986-05-16,Beech C99,Centennial Airlines,0.0,USA,A1,1986
1986-05-17,Yakovlev Yak-40,"Aeroflot, Tyumen",5.0,Russia,A1,1986
1986-05-18,Breguet 1150 Atlantic,French Navy,19.0,Djibouti,A1,1986
1986-05-18,Beech 200C Super King Air,Argentine Navy,7.0,Argentina,A1,1986
1986-05-20,DC-9,Finnair,0.0,Finland,H2,1986
1986-05-21,Tupolev Tu-154B-2,"Aeroflot, Krasnoyarsk",0.0,Russia,A1,1986
1986-05-23,DC-10-30,Swissair,0.0,USA,H2,1986
1986-05-24,Douglas C-47A (DC-3),Madagascar AF,13.0,Madagascar,A1,1986
1986-05-26,Beech B200 Super King Air,Unknown,0.0,Mexico,U1,1986
1986-06-07,Boeing 727-25,Aeronica,0.0,Nicaragua,H2,1986
1986-06-08,Lockheed L-100-20 Hercules,TAAG,0.0,Angola,C1,1986
1986-06-10,Fokker F-27 Friendship 500,Air Sinai,23.0,Egypt,A1,1986
1986-06-12,DHC-6 Twin Otter 300,Loganair,1.0,U.K.,A1,1986
1986-06-14,DHC-6 Twin Otter 200,La Ronge Aviation Services,,Canada,A1,1986
1986-06-14,DHC-6 Twin Otter 300,Canadian Armed Forces,8.0,Canada,A1,1986
1986-06-14,PADC/BN-2A-26 Islander,Air Furness,0.0,U.K.,A1,1986
1986-06-17,Boeing KC-135A,USAF,4.0,Panama,A1,1986
1986-06-18,DHC-6 Vista Liner 300,Grand Canyon Airlines,20.0,USA,A1,1986
1986-06-19,Douglas C-54D (DC-4),L.A. Suramericanas,3.0,Colombia,A1,1986
1986-06-22,DHC-6 Twin Otter 300,Ethiopian Airlines,0.0,Ethiopia,A1,1986
1986-06-22,Tupolev Tu-134A,"Aeroflot, Privolzhsk",1.0,Russia,A1,1986
1986-06-27,Martin 4-0-4,Frontier Airways,3.0,USA,A1,1986
1986-06-30,Douglas C-47B (DC-3),Turkish AF,0.0,Turkey,A1,1986
1986-07-01,Fairchild SA227-AT Expediter,DHL Airways,0.0,USA,A2,1986
1986-07-02,Tupolev Tu-134AK,"Aeroflot, Komi",54.0,Russia,A1,1986
1986-07-04,DHC-4A Caribou,RAAF,0.0,Australia,A1,1986
1986-07-05,Boeing 707-300,Sudan Airways,0.0,Sudan,H2,1986
1986-07-10,Douglas C-47A (DC-3),Zimbabwe AF,17.0,Mozambique,A1,1986
1986-07-11,Antonov An-2R,"Aeroflot, Yakutsk",,Russia,A1,1986
1986-07-14,Boeing 737-275,Pacific Western,0.0,Canada,A2,1986
1986-07-16,Fokker F-28 Fellowship 1000,Aerolineas Argentinas,0.0,Argentina,A2,1986
1986-07-16,Antonov An-2,Polish AF,1.0,Poland,A1,1986
1986-07-19,Douglas DC-6B,SecuritÃ© Civile,4.0,Spain,A1,1986
1986-07-20,Boeing 737-296,Quebecair,0.0,Canada,A2,1986
1986-07-22,Douglas DC-3A,Borinquen Air,1.0,Puerto Rico,A1,1986
1986-07-23,Mitsubishi Mu-300 Diamond IA,Yomiuri Shimbun,4.0,Japan,A1,1986
1986-07-24,DHC-8-110,LIAT,0.0,St. Kitts & Nevis,A2,1986
1986-07-25,Fokker F-27 Friendship 600,Air Ivoire,0.0,Cote d'Ivoire,A1,1986
1986-07-29,Antonov An-2R,ZUA,,Poland,A1,1986
1986-07-31,BN-2A-21 Islander,Atlas,4.0,Philippines,A1,1986
1986-08-02,Hawker Siddeley HS-125-1A-522,American Agronomics Corp,2.0,USA,A1,1986
1986-08-04,DHC-6 Twin Otter 310,LIAT,13.0,St. Vincent,A1,1986
1986-08-06,SE-210 Caravelle III,Kabo Air,0.0,Nigeria,A1,1986
1986-08-06,Learjet 55,Federal Paper Board,0.0,USA,A1,1986
1986-08-10,DC-10-40,American Trans Air,0.0,USA,O1,1986
1986-08-11,Antonov An-2R,"Aeroflot, Far East",2.0,Russia,A1,1986
1986-08-14,Lockheed C-130D-6 Hercules,Honduras AF,52.0,Honduras,A1,1986
1986-08-14,Fokker F-27 Friendship 400M,Indonesian AF,8.0,Indonesia,A1,1986
1986-08-16,Fokker F-27 Friendship 400M,Sudan Airways,60.0,South Sudan,C1,1986
1986-08-28,Howard 250,Southwest Airlift,2.0,USA,A1,1986
1986-08-28,Douglas C-47 (DC-3),Sandinist AF,2.0,Nicaragua,C1,1986
1986-08-28,Beech A100 King Air,Flandre Air,,France,A1,1986
1986-08-28,Tupolev Tu-134A,LOT,0.0,Poland,H2,1986
1986-08-28,Boeing 737-2A8,Indian Airlines,0.0,India,A2,1986
1986-08-31,DC-9-32,AeromÃ©xico,79.0,USA,A1,1986
1986-09-02,BN-2A Trislander Mk.III-1,Kondair,0.0,Atlantic Ocean,A2,1986
1986-09-02,DHC-3 Otter,Pickle Lake Air Services,0.0,Canada,A1,1986
1986-09-03,Learjet 24,Jet Way,0.0,USA,A1,1986
1986-09-05,Boeing 747-121,Pan Am,20.0,Pakistan,H2,1986
1986-09-05,Antonov An-24RV,Tarom,3.0,Romania,A1,1986
1986-09-09,Lockheed C-130A Hercules,USAF,3.0,USA,A1,1986
1986-09-11,DH-114 Riley Heron 2,Fiji Air,1.0,Fiji,A1,1986
1986-09-14,BN-2A Trislander Mk.III-2,Kondair,1.0,Netherlands,A1,1986
1986-09-19,Embraer EMB-120RT Brasilia,"Delta Connection, opb ASA",5.0,Brazil,A1,1986
1986-09-20,Tupolev Tu-134,Aeroflot,4.0,Russia,H2,1986
1986-09-29,Airbus A300B2-1C,Indian Airlines,0.0,India,A1,1986
1986-09-29,Rockwell Sabreliner 75A,FAA,0.0,USA,A1,1986
,BN-2A Trislander Mk.III-2,Turks & Caicos National Airline,0.0,Haiti,A1,1986
,BN-2A-21 Islander,Gorda Aero Service,,,U1,1986
,Yakovlev Yak-42,"Aeroflot, Central Region",0.0,Russia,O1,1986
1986-10-02,Dassault Falcon 10,Rembrandt Tobacco,4.0,South Africa,A1,1986
1986-10-03,Shorts SC.7 Skyvan 3-200,East Indonesia Air Taxi,13.0,Indonesia,A1,1986
1986-10-04,Lockheed L-100-30 Hercules,Southern Air Transport,3.0,USA,A1,1986
1986-10-05,Fairchild C-123K Provider,Corporate Air Services,3.0,Nicaragua,C1,1986
1986-10-09,Antonov An-2R,"Aeroflot, Yakutsk",,Russia,A1,1986
1986-10-09,Douglas DC-7C,"USAID, opb T & G Aviation",3.0,Senegal,A1,1986
1986-10-13,DC-9-41,SAS,0.0,Denmark,A2,1986
1986-10-14,Let L-410M,"Aeroflot, Yakutsk",14.0,Russia,A1,1986
1986-10-15,Lockheed C-130 Hercules,Iran AF,,Iran,O1,1986
1986-10-15,CASA C-212-M Aviocar 100,Chilean Navy,11.0,Chile,A1,1986
1986-10-15,Boeing 737-286,Iran Air,3.0,Iran,C1,1986
1986-10-15,Lockheed C-141B Starlifter,USAF,0.0,USA,A1,1986
1986-10-17,Douglas C-47B (DC-3),RAAF,0.0,Australia,A1,1986
1986-10-18,DHC-6 Twin Otter 300,Surinam Airways,0.0,Suriname,H2,1986
1986-10-19,Tupolev Tu-134A-3,Mozambique Government,34.0,South Africa,A1,1986
1986-10-19,DC-9-41,SAS,0.0,Denmark,A2,1986
1986-10-20,Tupolev Tu-134A,"Aeroflot, North Kavkaz",70.0,Russia,A1,1986
1986-10-21,Shorts SC.7 Skyvan 3-200,Arctic Circle Air Service,0.0,USA,A2,1986
1986-10-23,HAL-748,Indian Airlines,0.0,India,A2,1986
1986-10-23,Fokker F-27 Friendship 600,PIA,13.0,Pakistan,A1,1986
1986-10-24,Learjet 25XR,private,2.0,Saudi Arabia,A1,1986
1986-10-25,Boeing 737-222,Piedmont Airlines,0.0,USA,A1,1986
1986-10-26,Airbus A300B4-601,Thai Airways International,0.0,Japan,C2,1986
1986-10-28,Grumman G-73 Mallard,Virgin Islands Seaplane Shuttle,1.0,U.S. Virgin Isl.,A1,1986
1986-10-29,DHC-3 Otter,private,1.0,Puerto Rico,A1,1986
,Convair CV-880,FAA,0.0,USA,O1,1986
1986-11-02,Lockheed C-130 Hercules,Iran AF,103.0,Iran,A1,1986
1986-11-03,Beech 200 Super King Air,RAM,4.0,Morocco,A1,1986
1986-11-06,Boeing 727-235,Pan Am,0.0,USA,A2,1986
1986-11-06,Cessna 551 Citation II/SP,Barbary Coast Hotel & Casino,,,U1,1986
1986-11-08,Beech A100 King Air,American Aviation,0.0,USA,A1,1986
1986-11-10,Airbus A300B2-203,Iran Air,0.0,Iran,H2,1986
1986-11-13,Lockheed L-1011 TriStar 1,Delta Air Lines,0.0,USA,A2,1986
1986-11-25,Beech 99,Extra Executive Transport,0.0,France,A1,1986
1986-11-27,SE-210 Caravelle 11R,Aerosucre Colombia,0.0,Colombia,A1,1986
1986-11-27,C-115 Buffalo (DHC-5),Brazilian AF,,Brazil,A1,1986
1986-11-29,Antonov An-12,Soviet AF,29.0,Afghanistan,C1,1986
1986-11-29,DHC-6 Twin Otter 200,Eastern Metro,0.0,Puerto Rico,A2,1986
1986-11-30,BAe 3102 Jetstream 31,"Piedmont Commuter, opb Jetstream International",0.0,USA,O1,1986
,Douglas DC-6A,Carga AÃ©rea Dominicana,0.0,Bahamas,A1,1986
1986-12-06,Antonov An-26,Hungarian AF,4.0,Hungary,A1,1986
1986-12-07,Antonov An-26B,MAP Moscow,0.0,Russia,A1,1986
1986-12-10,Beech 100 King Air,Teledyne Industries,6.0,USA,A1,1986
1986-12-10,Beech B200 Super King Air,Syncrude Canada,0.0,Canada,A1,1986
1986-12-12,Tupolev Tu-134A,"Aeroflot, Belarus",72.0,Germany,A1,1986
1986-12-15,Antonov An-24RV,CAAC,6.0,China,A1,1986
1986-12-15,BAe-125-600B,Radio Communications,10.0,Morocco,A1,1986
1986-12-15,BN-2 Islander,Guyana AF,,Guyana,A1,1986
1986-12-17,CASA C-212 Aviocar 200,Latin Air Service,0.0,Atlantic Ocean,A1,1986
1986-12-17,BN-2A-27 Islander,Nahanni Air Services,0.0,Canada,A1,1986
1986-12-23,Douglas C-54R (DC-4),Central Air Services,0.0,USA,A1,1986
1986-12-25,Boeing 737-270C,Iraqi Airways,63.0,Saudi Arabia,H1,1986
1986-12-27,DH-114 Riley Heron 2B,Sunflower Airlines,11.0,Fiji,A1,1986
1986-12-27,Antonov An-12,Soviet AF,1.0,Afghanistan,C2,1986
1986-12-31,Boeing 737,United Airlines,0.0,USA,C2,1986
1986-12-31,Let L-410UVP,"Aeroflot, Krasnoyarsk",0.0,Russia,A1,1986
,BN-2A Trislander Mk.III,Cooper Skybird Aircharters,,Kenya,U1,1986
,Dornier Do 128-2 Skyservant,Servicio AÃ©reo Misional - SAM,0.0,Ecuador,A1,1986
1987-01-02,CASA C-212 Aviocar 100,Spanish AF,22.0,Eq. Guinea,A1,1987
1987-01-03,Boeing 707-379C,Varig,50.0,Cote d'Ivoire,A1,1987
1987-01-06,SE-210 Caravelle 10B1R,Transwede,0.0,Sweden,A1,1987
1987-01-07,Douglas C-54D (DC-4),Kinair Cargo,,D.R. Congo,A1,1987
1987-01-08,Boeing 707-323C,MEA,0.0,Lebanon,C1,1987
1987-01-10,DC-10-30,Nigeria Airways,0.0,Nigeria,A1,1987
1987-01-10,Antonov An-2,Angolan AF,,,U1,1987
1987-01-10,BN-2A Islander,Philippine AF,9.0,Philippines,A1,1987
1987-01-10,DC-9,New York Air,0.0,USA,H2,1987
1987-01-12,BN-2A-20 Islander,Trillium Air,1.0,Canada,A1,1987
1987-01-13,NAMC YS-11A-213,Mid Pacific Airlines,0.0,USA,A1,1987
1987-01-13,Antonov An-12,Ethiopian AF,54.0,Eritrea,A1,1987
1987-01-14,Antonov An-32,Angolan AF,,,U1,1987
1987-01-14,Learjet C-21A (Learjet 35A),USAF,2.0,USA,A1,1987
1987-01-14,Learjet 35A,Fidinam Fiduciara,0.0,Switzerland,A2,1987
1987-01-15,Swearingen SA226-TC Metro II,SkyWest Airlines,8.0,USA,A1,1987
1987-01-15,Antonov An-2,Angolan AF,,,U1,1987
1987-01-15,Boeing 707-365C,Transbrasil,0.0,Brazil,A2,1987
1987-01-16,Yakovlev Yak-40,"Aeroflot, Uzbekistan",9.0,Uzbekistan,A1,1987
1987-01-16,Cessna 208 Caravan I,California Air Charter,1.0,USA,A1,1987
1987-01-18,Fokker F-27 Friendship 200,BMA,0.0,U.K.,A1,1987
1987-01-19,Antonov An-2,Angolan AF,,,U1,1987
1987-01-23,Antonov An-24RV,MIAT,,Mongolia,A1,1987
1987-01-25,Yakovlev Yak-40,"Aeroflot, Northern",0.0,Russia,A1,1987
1987-01-27,Fokker F-27 Friendship 200,Brasil Central,0.0,Brazil,A1,1987
1987-01-30,Cessna U-27A Caravan I,Liberian Army,16.0,Liberia,A1,1987
1987-02-02,Curtiss C-46F,TASMI,0.0,Bolivia,A1,1987
1987-02-05,Swearingen SA226-AT Merlin IV,RFG,0.0,Germany,A1,1987
1987-02-05,Learjet 55,Aero France,11.0,Cameroon,A1,1987
1987-02-06,Embraer EMB-110P2 Bandeirante,Talair,14.0,P.N. Guinea,A1,1987
1987-02-07,DHC-6 Twin Otter 300,Inter Atoll Air,0.0,Maldives,A1,1987
1987-02-07,Antonov An-12TB,"Aeroflot, Magadan",,Russia,A1,1987
1987-02-09,Antonov An-26,Afghan AF,36.0,Afghanistan,C1,1987
1987-02-09,BN-2A Trislander Mk.III-1,Air West,0.0,U.K.,A1,1987
1987-02-11,CASA C-212 Aviocar 200,Zimbabwe AF,3.0,Mozambique,A1,1987
1987-02-11,Beech 99,Catskill Airways,0.0,USA,A2,1987
1987-02-13,Boeing KC-135A,USAF,0.0,USA,A1,1987
1987-02-13,Canadair CL-215,Spanish AF,0.0,Spain,A1,1987
1987-02-16,Convair CV-240-24,IAI,0.0,Israel,O1,1987
1987-02-17,Beech 200T Super King Air,Japan Maritime Safety Agency,5.0,Japan,A1,1987
1987-02-19,Antonov An-26,Soviet AF,9.0,Ukraine,A1,1987
1987-02-23,DC-9-41,SAS,0.0,Norway,A1,1987
1987-02-24,BN-2A-21 Islander,Dirgantara Air Services,4.0,Indonesia,A1,1987
1987-02-27,BAe-146-200A,PSA,0.0,USA,A2,1987
,BN-2A-26 Islander,Yung Shing Airlines,,Taiwan,U1,1987
1987-03-02,Lockheed L-100-30 Hercules,Libyan Arab Airlines,0.0,Egypt,H2,1987
1987-03-04,CASA C-212 Aviocar 200,"Northwest Airlink, opb Fischer Brothers Aviation",9.0,USA,A1,1987
1987-03-05,Embraer EMB-110P2 Bandeirante,Mid-Continent Airlines,0.0,USA,A2,1987
1987-03-06,Antonov An-26,"Aeroflot, Tajikistan",9.0,Kazakhstan,A1,1987
1987-03-07,Boeing 727,Alaska Airlines,0.0,USA,H2,1987
1987-03-09,Douglas DC-3-201G,International Flight Center,3.0,Dominican Rep.,A1,1987
1987-03-09,Douglas C-47A (DC-3),Aero Express,3.0,Honduras,C1,1987
1987-03-10,Swearingen SA226-AT Merlin IV,Soundair,0.0,USA,A2,1987
1987-03-11,Antonov An-24RV,Cubana,1.0,Cuba,H2,1987
1987-03-13,Antonov An-22,Soviet AF,0.0,Ethiopia,A1,1987
1987-03-13,Boeing KC-135A,USAF,7.0,USA,A1,1987
1987-03-21,Antonov An-26,Libyan Arab Rep. Air Force,,Chad,C1,1987
1987-03-21,Antonov An-26,Libyan Arab Rep. Air Force,,Chad,C1,1987
1987-03-24,Convair CV-580,"American Eagle, opb Metroflight",0.0,USA,A2,1987
1987-03-25,CASA C-212-MR Aviocar 200,Venezuelan Navy,3.0,Venezuela,A1,1987
1987-03-26,Embraer C-95B Bandeirante (EMB-110),Brazilian AF,3.0,Brazil,A1,1987
1987-03-27,Learjet 24A,Connie Kalitta,3.0,USA,A1,1987
1987-03-30,Antonov An-26,Afghan AF,,Pakistan,C1,1987
1987-03-31,Antonov An-2P,ZUA,2.0,Hungary,A1,1987
1987-04-02,Ilyushin Il-76MD,Soviet AF,8.0,Russia,A1,1987
1987-04-02,Ilyushin Il-76MD,Soviet AF,8.0,Russia,A1,1987
1987-04-04,DC-9-32,Garuda,23.0,Indonesia,A1,1987
1987-04-06,Beech 1900,Business Express,0.0,USA,A2,1987
1987-04-08,Lockheed L-100-30 Hercules,Southern Air Transport,5.0,USA,A1,1987
1987-04-11,Boeing 707-330C,Transbrasil,0.0,Brazil,A1,1987
1987-04-13,Boeing 707-351C,Burlington Air Express,4.0,USA,A1,1987
1987-04-13,Beech 200 Super King Air,Barlow Rand,3.0,South Africa,A1,1987
1987-04-13,Douglas DC-3C,"Air Works India, op.for ONGC",0.0,India,A1,1987
1987-04-19,Shorts SC.7 Skyvan 3-200,Air Cargo Carriers,0.0,USA,A2,1987
1987-04-20,DHC-3 Otter,Propair,,Canada,A1,1987
1987-04-23,Antonov An-2,Angolan AF,,,U1,1987
1987-04-23,Swearingen SA226-TC Metro II,Air-Lift Commuter,2.0,USA,A1,1987
1987-04-24,Antonov An-2,"Aeroflot, Yakutsk",0.0,Russia,O1,1987
1987-04-26,Curtiss C-46D,Unknown,2.0,Philippines,A1,1987
1987-04-27,Dornier 228-100,Oman Police,0.0,Oman,A1,1987
1987-04-28,Hawker Siddeley HS-748,Thai Airways,0.0,Thailand,A1,1987
,BN-2A-26 Islander,Taiwan Airlines,,Taiwan,U1,1987
,Antonov An-2R,"Aeroflot, North Kavkaz",,Russia,A1,1987
1987-05-04,GAF Nomad N.22SL,Indonesian Navy,3.0,Indonesia,A1,1987
1987-05-05,,Iran Air,0.0,Iran,H2,1987
1987-05-07,Douglas C-47B (DC-3),TAM Paraguay,,Paraguay,U1,1987
1987-05-08,CASA C-212 Aviocar 200,"American Eagle, opb Executive Air Charter",2.0,Puerto Rico,A1,1987
1987-05-08,Douglas DC-6BF,Frigorifico Reyes,0.0,Bolivia,A1,1987
1987-05-09,Ilyushin Il-62M,LOT,183.0,Poland,A1,1987
1987-05-11,Douglas C-47J (DC-3),Northland Air Manitoba,2.0,Canada,A1,1987
1987-05-11,Lockheed C-130 Hercules,Sudan AF,5.0,South Sudan,A1,1987
1987-05-12,Learjet 35A,Corporate Jets,2.0,USA,A1,1987
1987-05-13,Kaiser-Frazer C-119L Flying Boxcar,Northern Pacific Transport,0.0,USA,A1,1987
1987-05-19,DHC-6 Twin Otter 300,YPFB,14.0,Bolivia,A1,1987
1987-05-19,Boeing 747-219B,Air New Zealand,0.0,Fiji,H2,1987
1987-05-23,DHC-6 Twin Otter 300,Merpati Nusantara,8.0,Indonesia,A1,1987
1987-05-25,DHC-6 Twin Otter 100,MAF,7.0,Indonesia,A1,1987
1987-05-26,BAe 3101 Jetstream 31,"Continental Express, opb Air New Orleans",0.0,USA,A1,1987
1987-05-27,Antonov An-2R,"Aeroflot, Latvia",0.0,Sweden,A1,1987
1987-05-28,Douglas C-47 (DC-3),Guatemala AF,12.0,Guatemala,A1,1987
1987-05-29,Junkers Ju-52/3m,Ju-Air,0.0,Germany,A2,1987
1987-05-31,Cessna 501 Citation I/SP,Travel Air,2.0,Germany,A1,1987
,BAe BAe-748-314 Srs. 2A LFD,Tanzanian AF,0.0,Tanzania,A1,1987
1987-06-05,Grumman G-73T Turbo Mallard,Virgin Islands Seaplane Shuttle,0.0,Puerto Rico,H2,1987
1987-06-05,BN-2A Islander,Rutaca,10.0,Venezuela,A1,1987
1987-06-09,Boeing 727-90C,Alaska Airlines,0.0,USA,O1,1987
1987-06-10,BN-2A-21 Defender,Oman AF,,Oman,U1,1987
1987-06-11,Antonov An-26,Bakhtar Afghan,53.0,Afghanistan,C1,1987
1987-06-13,DHC-6 Twin Otter 100,Athabaska Airways,0.0,Canada,A1,1987
1987-06-13,Let L-410M,"Aeroflot, Yakutsk",,Russia,O1,1987
1987-06-13,Antonov An-2R,"Aeroflot, Yakutsk",,Russia,O1,1987
1987-06-15,Antonov An-32,Afghan AF,5.0,Afghanistan,A1,1987
1987-06-16,Embraer C-95 Bandeirante (EMB-110),Brazilian AF,1.0,Brazil,A1,1987
1987-06-16,Boeing 737-2T4,CAAC,0.0,China,A2,1987
1987-06-16,Douglas DC-4-1009,Calm Air International,0.0,Canada,A1,1987
1987-06-16,Martin 4-0-4,CAMBA,0.0,Bolivia,A1,1987
1987-06-18,Antonov An-26,Peruvian AF,50.0,Peru,A1,1987
1987-06-19,Yakovlev Yak-40,"Aeroflot, Ukraine",8.0,Ukraine,A1,1987
1987-06-20,BN-2A-20 Islander,Kiunga Aviation,2.0,P.N. Guinea,A1,1987
1987-06-21,Antonov An-32,Afghan AF,3.0,Afghanistan,C1,1987
1987-06-21,Fokker F-27 Friendship 200,Burma Airways,45.0,Myanmar,A1,1987
1987-06-22,Lockheed L-100-30 Hercules,Southern Air Transport,0.0,USA,A2,1987
1987-06-23,Beech B200 Super King Air,Private,0.0,USA,A1,1987
1987-06-23,Hawker Siddeley HS-748,TAME Ecuador,0.0,Ecuador,A1,1987
1987-06-24,BN-2A-26 Islander,FIGAS,0.0,Falkland Isl.,A1,1987
1987-06-24,Beech 200C Super King Air,Midwest Energy Development,0.0,USA,A1,1987
1987-06-26,Hawker Siddeley HS-748,Philippine Air Lines,50.0,Philippines,A1,1987
1987-07-01,Lockheed C-130E Hercules,USAF,5.0,USA,A1,1987
1987-07-06,Fokker F-27 Friendship 100,Vayudoot,0.0,India,A2,1987
1987-07-10,Antonov An-2R,Ministry for Agriculture and Nutrition,0.0,Hungary,O1,1987
1987-07-10,Antonov An-2,Aviatia Utilitara,,,A1,1987
1987-07-12,Antonov An-12,Soviet AF,,Afghanistan,C1,1987
1987-07-13,Douglas DC-3-314B,KDD Aviation,1.0,Mexico,A1,1987
1987-07-17,Beech B200 Super King Air,private,4.0,USA,A1,1987
1987-07-17,BN-2A-27 Islander,AerovisiÃ³n,0.0,Spain,A2,1987
1987-07-18,PBV-1A Canso (PBY-5A),Gouvernement du QuÃ©bec,1.0,Canada,A1,1987
1987-07-20,GAF Nomad N.24A,Air Safaris & Services,0.0,New Zealand,A1,1987
1987-07-20,Antonov An-2TP,"Aeroflot, Yakutsk",,Russia,A1,1987
1987-07-23,Tupolev Tu-134A-3,"Aeroflot, Ukraine",,Russia,A1,1987
1987-07-23,IAI Arava 201,Guatemala AF,3.0,Guatemala,A1,1987
1987-07-24,DC-10-30,Air Afrique,1.0,Switzerland,H2,1987
1987-07-25,Embraer EMB-110P Bandeirante,Rio Sul,0.0,Brazil,A1,1987
1987-07-28,Douglas C-53-DO (DC-3),La Mesa Leasing,0.0,USA,A1,1987
1987-07-30,Boeing C-97G Stratofreighter,Belize Air Int.,49.0,Mexico,A1,1987
1987-07-31,Fokker 100,Fokker,0.0,Netherlands,A2,1987
1987-07-31,Learjet 23,DHL Airways,2.0,Guatemala,A1,1987
1987-07-31,Antonov An-2TP,"Aeroflot, Yakutsk",0.0,Russia,A1,1987
1987-08-04,Antonov An-2,Unknown,,Mongolia,A1,1987
1987-08-04,Boeing 737-2A1,LAN Chile,1.0,Chile,A1,1987
1987-08-08,Ilyushin Il-76M,Libyan Arab Rep. Air Force,,Libya,A1,1987
1987-08-13,Antonov An-26,Afghan AF,12.0,Afghanistan,C1,1987
1987-08-13,Antonov An-12BP,Soviet AF,0.0,Afghanistan,C2,1987
1987-08-14,Antonov An-28,"Aeroflot, Komi",0.0,Russia,A1,1987
1987-08-15,Douglas C-47B (DC-3),Sunbird Aviation,0.0,Kenya,A1,1987
